Altium Designer Pick and Place Locations
C:\Users\Lorenzo\Documents\Progetti\BugBuster\PCB Material\BugBuster_HAT\Project Outputs for BugBuster_HAT\Pick Place for BugBuster_HAT.csv

========================================================================================================================
File Design Information:

Date:       09/06/26
Time:       17:49
Revision:   0479cffdfc6e7b750eef59a9722bd9d4427b0afa
Variant:    No variations
Units used: mil

"Designator","Comment","Layer","Footprint","Center-X(mil)","Center-Y(mil)","Rotation","Description"
"R36","1 kOhms","TopLayer","RES_0603_1608","1049.213","232.284","180","RES SMD 1K OHM 1% 1/10W 0603"
"U9","SN74LVC8T245PWR","TopLayer","FP-PW0024A-MFG","2897.638","685.039","270","IC TRNSLTR BIDIRECTIONAL 24TSSOP"
"D9","XL-2020RGBC-WS2812B","TopLayer","LED_XL-2020RGBC-WS2812B","3248.032","3070.866","0","2020 RGB LED(BUILT-IN IC)"
"J5","PR20204VBDN","TopLayer","FP-PR20204VBDN-MFG","237.008","2676.378","180","PIN HEADER, THR, DUAL ROW, .100""
"J3","PR20204VBDN","TopLayer","FP-PR20204VBDN-MFG","3622.835","1574.016","180","PIN HEADER, THR, DUAL ROW, .100""
"J2","PR20204VBDN","TopLayer","FP-PR20204VBDN-MFG","237.008","433.858","180","PIN HEADER, THR, DUAL ROW, .100""
"Y1","ABM8-12.000MHZ-20-B1U-T","TopLayer","FP-ABM8-MFG","1279.528","2076.772","180","Crystal 12MHz ±10ppm 20pF SMD-4 3.2mm x 2.5mm"
"U8","TXS0108W-Q1","TopLayer","FP-PW0020A-IPC_C","3149.606","1574.803","0","IC TRNSLTR BIDIRECTIONAL 20TSSOP"
"U7","RP2040","TopLayer","QFN40P700X700X90-57N","1200.787","1781.496","180","RP2040 chip for Raspberry Pi Pico - ARM® Cortex®-M0+ MCU 32-Bit"
"U6","W25Q16JVSNIQ TR","TopLayer","FP-W25Q16JVSNIQ_TR-IPC_A","1263.147","1305.315","180","IC FLASH 16MBIT SPI/QUAD 8SOIC"
"U5","TPS74601PDRVT","TopLayer","SON65P200X200X80-7N","639.764","1112.205","180","1-A, low-IQ, high-accuracy, adjustable ultra-low-dropout voltage regulator with power good & enable"
"U4","DS4424+","TopLayer","21-0137_T1433+2_MXM","1230.260","659.449","0","Two-/Four-Channel, IÂ²C, 7-Bit Sink/Source Current DAC"
"U3","TPS74601PDRVT","TopLayer","SON65P200X200X80-7N","639.764","787.402","180","1-A, low-IQ, high-accuracy, adjustable ultra-low-dropout voltage regulator with power good & enable"
"U2","LTM8083IY#PBF","TopLayer","FP-BGA-49-05-08-1518-MFG","1753.627","957.836","90","36VIN, 1.5A BUCK-BOOST UMODULE"
"U1","LTM8083IY#PBF","TopLayer","FP-BGA-49-05-08-1518-MFG","1740.157","389.764","90","36VIN, 1.5A BUCK-BOOST UMODULE"
"RST1","430473035826","TopLayer","430473035826","748.032","2952.756","180","Switch Tactile Spst-no 0.05A 12V"
"R35","10 kOhms","TopLayer","RES_0603_1608","334.646","2864.173","180","RES 10K OHM 1% 1/5W 0603"
"R34","10 kOhms","TopLayer","RES_0603_1608","2057.087","738.189","90","RES 10K OHM 1% 1/5W 0603"
"R33","10 kOhms","TopLayer","RES_0603_1608","2043.307","177.165","90","RES 10K OHM 1% 1/5W 0603"
"R32","110 kOhms","TopLayer","RES_0603_1608","2057.087","846.457","90","RES SMD 110K OHM 1% 1/10W 0603"
"R31","110 kOhms","TopLayer","RES_0603_1608","2045.617","283.243","90","RES SMD 110K OHM 1% 1/10W 0603"
"R30","10 kOhms","TopLayer","RES_0603_1608","1488.189","1893.701","180","RES 10K OHM 1% 1/5W 0603"
"R29","10 kOhms","TopLayer","RES_0603_1608","1496.063","1714.567","180","RES 10K OHM 1% 1/5W 0603"
"R28","10 kOhms","TopLayer","RES_0603_1608","1493.110","1765.748","180","RES 10K OHM 1% 1/5W 0603"
"R27","5.1 kOhms","TopLayer","RES_0603_1608","232.283","1228.347","0","RES 5.1K OHM 1% 1/10W 0603"
"R26","10 kOhms","TopLayer","RES_0603_1608","1269.685","1161.417","0","RES 10K OHM 1% 1/5W 0603"
"R25","5.1 kOhms","TopLayer","RES_0603_1608","417.323","1515.748","0","RES 5.1K OHM 1% 1/10W 0603"
"R24","27 Ohms","TopLayer","RES_0603_1608","1072.835","1525.590","0","RES SMD 27 OHM 1% 1/10W 0603"
"R23","27 Ohms","TopLayer","RES_0603_1608","1072.835","1466.535","0","RES SMD 27 OHM 1% 1/10W 0603"
"R22","1 kOhms","TopLayer","RES_0603_1608","1377.953","1161.417","180","RES SMD 1K OHM 5% 1/3W 0603"
"R21","10 kOhms","TopLayer","RES_0603_1608","1046.607","2069.589","270","RES 10K OHM 1% 1/5W 0603"
"R20","6.98 kOhms","TopLayer","RES_0603_1608","767.716","1190.945","270","RES SMD 6.98K OHM 1% 1/10W 0603"
"R19","34.8 kOhms","TopLayer","RES_0603_1608","767.716","1092.520","270","RES SMD 34.8K OHM 1% 1/10W 0603"
"R18","154 kOhms","TopLayer","RES_0603_1608","1062.992","718.504","0","RES SMD 154K OHM 1% 1/10W 0603"
"R17","44.2 kOhms","TopLayer","RES_0603_1608","1062.992","669.291","180","RES 44.2K OHM 1% 1/10W 0603"
"R16","44.2 kOhms","TopLayer","RES_0603_1608","1062.992","620.079","180","RES 44.2K OHM 1% 1/10W 0603"
"R15","6.98 kOhms","TopLayer","RES_0603_1608","797.244","826.772","270","RES SMD 6.98K OHM 1% 1/10W 0603"
"R14","154 kOhms","TopLayer","RES_0603_1608","1062.992","570.866","0","RES SMD 154K OHM 1% 1/10W 0603"
"R13","=Value","TopLayer","RES_0603_1608","875.984","797.244","0","RES 0 OHM JUMPER 1/8W 0603"
"R12","100 kOhms","TopLayer","RES_0603_1608","629.921","875.984","180","RES 100K OHM 1% 1/3W 0603"
"R11","34.8 kOhms","TopLayer","RES_0603_1608","797.244","728.346","270","RES SMD 34.8K OHM 1% 1/10W 0603"
"R10","41.7 kOhms","TopLayer","RES_0603_1608","1791.339","1151.575","270","RES 41.7K OHM 1% 1/10W 0603"
"R9","41.7 kOhms","TopLayer","RES_0603_1608","1771.653","580.709","270","RES 41.7K OHM 1% 1/10W 0603"
"R8","100 kOhms","TopLayer","RES_0603_1608","1692.913","1151.575","270","RES 100K OHM 1% 1/3W 0603"
"R7","100 kOhms","TopLayer","RES_0603_1608","1673.228","580.709","270","RES 100K OHM 1% 1/3W 0603"
"R6","5.62 kOhms","TopLayer","RES_0603_1608","1948.819","1112.205","180","RES SMD 5.62K OHM 1% 1/10W 0603"
"R5","5.62 kOhms","TopLayer","RES_0603_1608","1935.039","537.402","180","RES SMD 5.62K OHM 1% 1/10W 0603"
"R4","100 kOhms","TopLayer","RES_0603_1608","1948.819","1053.150","0","RES 100K OHM 1% 1/3W 0603"
"R3","100 kOhms","TopLayer","RES_0603_1608","1935.039","488.189","0","RES 100K OHM 1% 1/3W 0603"
"R2","50 mOhms","TopLayer","STACKPOLE_CSR1206","1978.346","974.409","0","RES 0.05 OHM 5% 1W 1206"
"R1","50 mOhms","TopLayer","STACKPOLE_CSR1206","1962.877","404.337","0","RES 0.05 OHM 5% 1W 1206"
